vid,japanese,reading,meaning,type,category,subcategory,level,samplesentence,sentencehiragana,sentencemeaning
h033,急ぐ,いそぐ,to hurry,verb,holiday,どのくらい,37,急がなくても大丈夫です。,いそがなくても だいじょうぶです。,It's okay even if we don't hurry.
h034,どのぐらい,どのぐらい,how long; how much,expression,holiday,どのくらい,37,ここからどのぐらい遠いですか。,ここから どのぐらい とおいですか。,How far is it from here?
h035,かかる,かかる,to take (time/money); to cost,verb,holiday,どのくらい,37,家から駅まで十分かかります。,いえから えきまで じゅっぷん かかります。,It takes ten minutes from home to the station.
h036,近い,ちかい,near; close,adjective,holiday,どのくらい,37,君の家は駅から近いです。,きみの いえは えきから ちかいです。,Your house is close to the station.
h037,遠い,とおい,far,adjective,holiday,どのくらい,37,離れていても、心は遠くないです。,はなれて いても、こころは とおくないです。,"Even if we're apart, our hearts aren't far away."
h038,ずっと,ずっと,all the way; continuously; much more,adverb,holiday,どのくらい,37,ずっと友達でいたいです。,ずっと ともだちで いたいです。,I want us to be friends forever.
h039,いつも,いつも,always; usually,adverb,holiday,どのくらい,37,いつも同じ道を歩きます。,いつも おなじ みちを あるきます。,I always walk the same road.
h040,たいてい,たいてい,usually; generally,adverb,holiday,どのくらい,37,たいていこの道を通ります。,たいてい この みちを とおります。,I usually take this road.
h041,よく,よく,often; well,adverb,holiday,どのくらい,37,この道で君によく会いました。,この みちで きみに よく あいました。,I often met you on this road.
h042,時々,ときどき,sometimes,adverb,holiday,どのくらい,37,時々、昔のことを思います。,ときどき、むかしの ことを おもいます。,"Sometimes, I think about the past."
h043,だけ,だけ,only; just,particle,holiday,どのくらい,37,今日は少しだけ歩きます。,きょうは すこしだけ あるきます。,Today I'll walk just a little.
h044,道,みち,road; way; path,noun,holiday,みち,38,この道をまっすぐ行ってください。,この みちを まっすぐ いって ください。,Please go straight along this road.
h045,どうやって,どうやって,how; by what means,adverb,holiday,みち,38,駅までどうやって行きますか。,えきまで どうやって いきますか。,How do I get to the station?
h046,歩く,あるく,to walk,verb,holiday,みち,38,一人で夜の道を歩きます。,ひとりで よるの みちを あるきます。,I walk the streets alone at night.
h047,まっすぐ,まっすぐ,straight; directly,adverb,holiday,みち,38,この道をまっすぐ行きます。,この みちを まっすぐ いきます。,I go straight on this road.
h048,曲がる,まがる,to turn,verb,holiday,みち,38,次の角を右に曲がります。,つぎの かどを みぎに まがります。,I turn right at the next corner.
h049,渡る,わたる,to cross,verb,holiday,みち,38,橋を渡って、家へ帰ります。,はしを わたって、いえへ かえります。,I cross the bridge and go home.
h050,説明する,せつめいする,to explain,verb,holiday,みち,38,駅までの道を説明します。,えきまでの みちを せつめいします。,I explain the way to the station.
h051,角,かど,corner,noun,holiday,みち,38,次の角を左に曲がります。,つぎの かどを ひだりに まがります。,I turn left at the next corner.
h052,交差点,こうさてん,intersection; crossroads,noun,holiday,みち,38,交差点で信号を待ちます。,こうさてんで しんごうを まちます。,I wait for the light at the intersection.
h053,信号,しんごう,traffic light; signal,noun,holiday,みち,38,信号が青になりました。,しんごうが あおに なりました。,The traffic light turned green.
h054,左,ひだり,left,noun,holiday,みち,38,次の角を左です。,つぎの かどを ひだりです。,It's left at the next corner.
h055,右,みぎ,right,noun,holiday,みち,38,駅は右にあります。,えきは みぎに あります。,The station is on the right.
h056,橋,はし,bridge,noun,holiday,みち,38,橋の上から川を見ます。,はしの うえから かわを みます。,I look at the river from the bridge.
h057,東,ひがし,east,noun,holiday,みち,38,東の空が明るくなりました。,ひがしの そらが あかるく なりました。,The eastern sky has become bright.
h058,西,にし,west,noun,holiday,みち,38,西の空に夕日があります。,にしの そらに ゆうひが あります。,There is a sunset in the western sky.
h059,南,みなみ,south,noun,holiday,みち,38,南の海へ行きたいです。,みなみの うみへ いきたいです。,I want to go to the southern sea.
h060,北,きた,north,noun,holiday,みち,38,北の町に友達がいます。,きたの まちに ともだちが います。,My friend lives in a town in the north.
h061,いくつ目,いくつめ,which one in sequence; how many-th,expression,holiday,みち,38,いくつ目の駅で降りますか。,いくつめの えきで おりますか。,At which station do you get off?
h062,一つ目,ひとつめ,the first one,noun,holiday,みち,38,一つ目の角を右に曲がります。,ひとつめの かどを みぎに まがります。,Turn right at the first corner.
h063,二つ目,ふたつめ,the second one,noun,holiday,みち,38,二つ目の角を左に曲がります。,ふたつめの かどを ひだりに まがります。,Turn left at the second corner.
h064,何メートル,なんめーとる,how many meters,expression,holiday,みち,38,駅まで何メートルですか。,えきまで なんめーとるですか。,How many meters is it to the station?
h065,～メートル,～めーとる,[number] meters,counter,holiday,みち,38,駅まで五百メートルです。,えきまで ごひゃくめーとるです。,It's 500 meters to the station.
h066,どこ,どこ,where,pronoun,holiday,どこ,39,君はどこにいますか。,きみは どこに いますか。,Where are you?
h067,隣,となり,next to; next door,noun,holiday,どこ,39,君の隣に座りたいです。,きみの となりに すわりたいです。,I want to sit beside you.
h068,間,あいだ,between; interval; space,noun,holiday,どこ,39,駅と学校の間に公園があります。,えきと がっこうの あいだに こうえんが あります。,There is a park between the station and the school.
h069,近く,ちかく,nearby; vicinity,noun,holiday,どこ,39,駅の近くで待っています。,えきの ちかくで まって います。,I'm waiting near the station.
h070,上,うえ,above; on; up,noun,holiday,どこ,39,机の上に手紙があります。,つくえの うえに てがみが あります。,There is a letter on the desk.
h071,下,した,below; under; down,noun,holiday,どこ,39,ベッドの下に猫がいます。,べっどの したに ねこが います。,There is a cat under the bed.
h072,前,まえ,in front; before,noun,holiday,どこ,39,家の前で待ちます。,いえの まえで まちます。,I'll wait in front of the house.
h073,後ろ,うしろ,behind; back,noun,holiday,どこ,39,君の後ろを歩きます。,きみの うしろを あるきます。,I walk behind you.
h074,中,なか,inside; middle,noun,holiday,どこ,39,かばんの中に鍵があります。,かばんの なかに かぎが あります。,There is a key inside the bag.
h075,外,そと,outside,noun,holiday,どこ,39,雨が降っているので、外へ出ません。,あめが ふって いるので、そとへ でません。,"It's raining, so I won't go outside."
h076,あそこ,あそこ,over there,pronoun,holiday,どこ,39,あそこに駅があります。,あそこに えきが あります。,There is a station over there.
h077,ここ,ここ,here,pronoun,holiday,どこ,39,ここで少し待ちます。,ここで すこし まちます。,I'll wait here for a little while.
h078,そこ,そこ,there,pronoun,holiday,どこ,39,そこに置いてください。,そこに おいて ください。,Please put it there.
h079,どこ,どこ,where,pronoun,holiday,どこ,39,鍵はどこですか。,かぎは どこですか。,Where are the keys?
h080,出かける,でかける,to go out; to leave home,verb,holiday,出かける,40,今日は一人で出かけます。,きょうは ひとりで でかけます。,I'm going out alone today.
h081,出る,でる,to leave; to go out; to exit,verb,holiday,出かける,40,七時に家を出ます。,しちじに いえを でます。,I leave home at seven.
h082,着く,つく,to arrive,verb,holiday,出かける,40,駅に着いたら電話します。,えきに ついたら でんわします。,I'll call when I arrive at the station.
h083,会う,あう,to meet,verb,holiday,出かける,40,またいつか会いたいです。,また いつか あいたいです。,I want to see you again someday.
h084,待つ,まつ,to wait,verb,holiday,出かける,40,駅で君を待っています。,えきで きみを まって います。,I'm waiting for you at the station.
h085,デートする,でーとする,to go on a date,verb,holiday,出かける,40,今度、一緒にデートしませんか。,こんど、いっしょに でーと しませんか。,Would you like to go on a date sometime?
h086,約束する,やくそくする,to promise; to make an appointment,verb,holiday,出かける,40,また会うと約束しました。,また あうと やくそくしました。,We promised to meet again.
h087,用事,ようじ,errand; business; something to do,noun,holiday,出かける,40,今日はちょっと用事があります。,きょうは ちょっと ようじが あります。,I have something to take care of today.
h088,都合がいい,つごうがいい,convenient; suitable; available,expression,holiday,出かける,40,土曜日なら都合がいいです。,どようびなら つごうが いいです。,Saturday works for me.
h089,都合が悪い,つごうがわるい,inconvenient; unavailable,expression,holiday,出かける,40,明日は都合が悪いです。,あしたは つごうが わるいです。,Tomorrow doesn't work for me.
h090,だめです,だめです,no good; not allowed; impossible,expression,holiday,出かける,40,ごめんなさい、今日はだめです。,ごめんなさい、きょうは だめです。,"I'm sorry, I can't today."
h091,帰る,かえる,to return; to go home,verb,holiday,出かける,40,またこの道を通って帰ります。,また この みちを とおって かえります。,I'll go home along this road again.
h092,お出かけですか,おでかけですか,are you going out?,expression,holiday,出かける,40,「お出かけですか。」,「おでかけですか。」,“Are you going out?”
h093,ちょっと～まで,ちょっと～まで,just to [somewhere]; only as far as [somewhere],expression,holiday,出かける,40,ちょっと駅まで行ってきます。,ちょっと えきまで いって きます。,I'm just going to the station and back.
h094,よかったら,よかったら,if you like; if it's okay with you,expression,holiday,出かける,40,よかったら、一緒に帰りませんか。,よかったら、いっしょに かえりませんか。,"If you'd like, shall we go home together?"
h095,すみません,すみません,excuse me; I'm sorry; thank you,expression,holiday,出かける,40,すみません、駅はどこですか。,すみません、えきは どこですか。,"Excuse me, where is the station?"
h096,～でも～ませんか,～でも～ませんか,would you like to [do something] or something?,expression,holiday,出かける,40,お茶でも飲みませんか。,おちゃでも のみませんか。,Would you like to have some tea or something?
h097,～はちょっと…,～はちょっと…,I'm afraid [something] is a little difficult; [something] is not convenient,expression,holiday,出かける,40,明日はちょっと…。,あしたは ちょっと…。,Tomorrow might be a little difficult…
h098,残念ですが,ざんねんですが,unfortunately; I'm sorry but,expression,holiday,出かける,40,残念ですが、今日は帰ります。,ざんねんですが、きょうは かえります。,"Unfortunately, I'm going home today."
h099,また今度お願いします,またこんどおねがいします,maybe next time; please ask me again another time,expression,holiday,出かける,40,「今日はだめです。また今度お願いします。」,「きょうは だめです。また こんど おねがいします。」,“I can't today. Maybe next time.”
h100,チャンス,ちゃんす,chance,noun,holiday,出かける,40,またチャンスがあります。,また ちゃんすが あります。,There will be another chance.
h101,行ってきます,いってきます,I'm leaving; see you when I get back,expression,holiday,出かける,40,「行ってきます。」,「いって きます。」,“I'm off; see you when I get back.”
h102,行ってらっしゃい,いってらっしゃい,see you; take care; have a good day,expression,holiday,出かける,40,「行ってらっしゃい。」,「いって らっしゃい。」,“Take care; see you later.”
h103,ただいま,ただいま,I'm home; I'm back,expression,holiday,出かける,40,「ただいま。」,「ただいま。」,“I'm home.”
h104,お帰りなさい,おかえりなさい,welcome home; welcome back,expression,holiday,出かける,40,「お帰りなさい。」,「おかえりなさい。」,“Welcome home.”
l001,家,いえ,house; home,noun,living,住む,41,帰る家があるのは幸せです。,かえる いえが あるのは しあわせです。,Having a home to return to is happiness.
l002,部屋,へや,room,noun,living,住む,41,夜の部屋は静かです。,よるの へやは しずかです。,The room is quiet at night.
l003,窓,まど,window,noun,living,住む,41,窓を開けると風が入ります。,まどを あけると かぜが はいります。,"When I open the window, the wind comes in."
l004,ドア,どあ,door,noun,living,住む,41,ドアの前に誰かいます。,どあの まえに だれか います。,Someone is in front of the door.
l005,開ける,あける,to open,verb,living,住む,41,朝、窓を開けます。,あさ、まどを あけます。,I open the window in the morning.
l006,閉める,しめる,to close,verb,living,住む,41,夜、窓を閉めます。,よる、まどを しめます。,I close the window at night.
l007,鍵,かぎ,key; lock,noun,living,住む,41,鍵をかけて家を出ます。,かぎを かけて いえを でます。,I lock the door and leave home.
l008,ベッド,べっど,bed,noun,living,住む,41,ベッドの上で本を読みます。,べっどの うえで ほんを よみます。,I read a book on the bed.
l009,ダイニングキッチン,だいにんぐきっちん,dining kitchen; dining area with kitchen,noun,living,住む,41,ダイニングキッチンで晩ご飯を食べます。,だいにんぐきっちんで ばんごはんを たべます。,I eat dinner in the dining kitchen.
l010,和室,わしつ,Japanese-style room,noun,living,住む,41,和室で静かに座ります。,わしつで しずかに すわります。,I sit quietly in the Japanese-style room.
l011,トイレ,といれ,toilet; restroom,noun,living,住む,41,トイレは部屋の外です。,といれは へやの そとです。,The toilet is outside the room.
l012,お手洗い,おてあらい,restroom; toilet,noun,living,住む,41,お手洗いはどこですか。,おてあらいは どこですか。,Where is the restroom?
l013,布団,ふとん,futon; Japanese bedding,noun,living,住む,41,布団に入って本を読みます。,ふとんに はいって ほんを よみます。,I get into the futon and read a book.
l014,テーブル,てーぶる,table,noun,living,住む,41,テーブルの上に花があります。,てーぶるの うえに はなが あります。,There are flowers on the table.
l015,机,つくえ,desk; table,noun,living,住む,41,机の前に座ります。,つくえの まえに すわります。,I sit at the desk.
l016,椅子,いす,chair,noun,living,住む,41,椅子に座って手紙を書きます。,いすに すわって てがみを かきます。,I sit in a chair and write a letter.
l017,座る,すわる,to sit,verb,living,住む,41,君の隣に座ります。,きみの となりに すわります。,I sit beside you.
l018,立つ,たつ,to stand,verb,living,住む,41,朝、窓の前に立ちます。,あさ、まどの まえに たちます。,"In the morning, I stand by the window."
l019,洗濯する,せんたくする,to do laundry; to wash clothes,verb,living,住む,41,日曜日に洗濯します。,にちようびに せんたくします。,I do laundry on Sundays.
l020,掃除する,そうじする,to clean,verb,living,住む,41,朝、部屋を掃除します。,あさ、へやを そうじします。,I clean my room in the morning.
l021,ごみ,ごみ,garbage; trash,noun,living,住む,41,ごみを捨ててから出かけます。,ごみを すててから でかけます。,I throw away the trash before going out.
l022,捨てる,すてる,to throw away; to discard,verb,living,住む,41,古い手紙を捨てません。,ふるい てがみを すてません。,I don't throw away old letters.
l023,置く,おく,to put; to place,verb,living,住む,41,机の上に鍵を置きます。,つくえの うえに かぎを おきます。,I put the key on the desk.
l024,住む,すむ,to live; to reside,verb,living,住む,41,この町にずっと住みたいです。,この まちに ずっと すみたいです。,I want to live in this town for a long time.
l025,住所,じゅうしょ,address,noun,living,住む,41,住所を紙に書きます。,じゅうしょを かみに かきます。,I write the address on paper.
l026,冷蔵庫,れいぞうこ,refrigerator,noun,living,住む,41,冷蔵庫にケーキがあります。,れいぞうこに けーきが あります。,There is cake in the refrigerator.
l027,洗濯機,せんたくき,washing machine,noun,living,住む,41,洗濯機を使います。,せんたくきを つかいます。,I use the washing machine.
l028,掃除機,そうじき,vacuum cleaner,noun,living,住む,41,掃除機で部屋を掃除します。,そうじきで へやを そうじします。,I clean the room with a vacuum cleaner.
l030,建物,たてもの,building,noun,living,アパートの二階,42,あの建物を見ると、昔を思い出します。,あの たてものを みると、むかしを おもいだします。,Seeing that building reminds me of the past.
l031,アパート,あぱーと,apartment,noun,living,アパートの二階,42,駅の近くのアパートに住んでいます。,えきの ちかくの あぱーとに すんで います。,I live in an apartment near the station.
l032,寮,りょう,dormitory; student residence,noun,living,アパートの二階,42,学生のころ、寮に住んでいました。,がくせいの ころ、りょうに すんで いました。,I lived in a dorm when I was a student.
l033,ビル,びる,building; office building,noun,living,アパートの二階,42,夜のビルに明かりがあります。,よるの びるに あかりが あります。,There are lights on in the buildings at night.
l034,階段,かいだん,stairs; staircase,noun,living,アパートの二階,42,階段をゆっくり上ります。,かいだんを ゆっくり のぼります。,I slowly climb the stairs.
l035,エスカレーター,えすかれーたー,escalator,noun,living,アパートの二階,42,エスカレーターで上へ行きます。,えすかれーたーで うえへ いきます。,I go upstairs by escalator.
l036,エレベーター,えれべーたー,elevator,noun,living,アパートの二階,42,エレベーターで五階へ行きます。,えれべーたーで ごかいへ いきます。,I take the elevator to the fifth floor.
l037,何階,なんがい,what floor,noun,living,アパートの二階,42,何階に住んでいますか。,なんがいに すんで いますか。,What floor do you live on?
l038,～階,～かい／～がい,floor; story,counter,living,アパートの二階,42,私の部屋は三階です。,わたしの へやは さんがいです。,My room is on the third floor.
l039,九階,きゅうかい,ninth floor,counter,living,アパートの二階,42,九階から町を見ます。,きゅうかいから まちを みます。,I look at the town from the ninth floor.
l040,七階,ななかい,seventh floor,counter,living,アパートの二階,42,七階に友達の部屋があります。,ななかいに ともだちの へやが あります。,My friend's room is on the seventh floor.
l041,五階,ごかい,fifth floor,counter,living,アパートの二階,42,五階まで階段で行きます。,ごかいまで かいだんで いきます。,I go up to the fifth floor by stairs.
l042,三階,さんがい,third floor,counter,living,アパートの二階,42,三階に小さな部屋があります。,さんがいに ちいさな へやが あります。,There is a small room on the third floor.
l043,一階,いっかい,first floor,counter,living,アパートの二階,42,一階に店があります。,いっかいに みせが あります。,There is a shop on the first floor.
l044,二階,にかい,second floor,counter,living,アパートの二階,42,二階の窓を開けます。,にかいの まどを あけます。,I open the second-floor window.
l045,地下,ちか,underground; basement,noun,living,アパートの二階,42,地下に小さな店があります。,ちかに ちいさな みせが あります。,There is a small shop underground.
l046,引っ越し,ひっこし,moving house; relocation,noun,living,ひっこし,42,来月、引っ越しをします。,らいげつ、ひっこしを します。,I'm moving next month.
l047,転勤する,てんきんする,to be transferred (for work),verb,living,ひっこし,43,父は大阪へ転勤しました。,ちちは おおさかへ てんきんしました。,My father was transferred to Osaka.
l048,家賃,やちん,rent,noun,living,ひっこし,43,このアパートは家賃が高いです。,この あぱーとは やちんが たかいです。,The rent for this apartment is expensive.
l049,所,ところ,place; location,noun,living,ひっこし,43,静かな所に住みたいです。,しずかな ところに すみたいです。,I want to live somewhere quiet.
l050,田舎,いなか,countryside; rural area,noun,living,ひっこし,43,田舎の夜は静かです。,いなかの よるは しずかです。,Nights in the countryside are quiet.
l051,静かな,しずかな,quiet,adjective,living,ひっこし,43,静かな町で暮らしたいです。,しずかな まちで くらしたいです。,I want to live in a quiet town.
l052,賑やかな,にぎやかな,lively; bustling,adjective,living,ひっこし,43,賑やかな町も好きです。,にぎやかな まちも すきです。,I also like lively towns.
l053,便利な,べんりな,convenient,adjective,living,ひっこし,43,駅の近くは便利です。,えきの ちかくは べんりです。,Living near a station is convenient.
l054,不便な,ふべんな,inconvenient,adjective,living,ひっこし,43,駅から遠い所は少し不便です。,えきから とおい ところは すこし ふべんです。,Places far from stations are a little inconvenient.
l055,交通,こうつう,transportation; traffic,noun,living,ひっこし,43,この町は交通が便利です。,この まちは こうつうが べんりです。,Transportation is convenient in this town.
l056,庭,にわ,garden; yard,noun,living,ひっこし,43,庭に小さな木があります。,にわに ちいさな きが あります。,There is a small tree in the garden.
l057,木,き,tree,noun,living,ひっこし,43,窓の外に大きな木があります。,まどの そとに おおきな きが あります。,There is a big tree outside the window.
l058,緑,みどり,greenery; green,noun,living,ひっこし,43,緑の多い町が好きです。,みどりの おおい まちが すきです。,I like towns with lots of greenery.
l059,若い,わかい,young,adjective,living,ひっこし,43,若いころの写真を見ました。,わかい ころの しゃしんを みました。,I looked at photos from when I was young.
l060,年を取る,としをとる,to grow old; to age,verb,living,ひっこし,43,年を取っても元気でいたいです。,としを とっても げんきで いたいです。,I want to stay healthy even as I grow older.
l061,市役所,しやくしょ,city hall; municipal office,noun,living,ひっこし,43,市役所で住所を確認します。,しやくしょで じゅうしょを かくにんします。,I check my address at city hall.
l062,広い,ひろい,spacious; wide; large,adjective,living,ひっこし,43,新しい部屋は広いです。,あたらしい へやは ひろいです。,The new room is spacious.
l063,狭い,せまい,narrow; cramped,adjective,living,ひっこし,43,この部屋は少し狭いです。,この へやは すこし せまいです。,This room is a little small.
l064,新しい,あたらしい,new,adjective,living,ひっこし,43,新しい家に少し慣れました。,あたらしい いえに すこし なれました。,I've gotten a little used to the new house.
l065,古い,ふるい,old,adjective,living,ひっこし,43,古い家には思い出があります。,ふるい いえには おもいでが あります。,Old houses have memories.
l066,先生の家,せんせいのいえ,teacher's house,noun,living,せんせいのいえ,43,先生の家へ行きました。,せんせいの いえへ いきました。,I went to my teacher's house.
l067,いらっしゃい,いらっしゃい,welcome; come in,expression,living,せんせいのいえ,44,「いらっしゃい。」と笑いました。,「いらっしゃい。」と わらいました。,"They smiled and said, “Welcome.”"
l068,どうぞお上がりください,どうぞおあがりください,please come in,expression,living,せんせいのいえ,44,「どうぞお上がりください。」,「どうぞ おあがり ください。」,“Please come in.”
l069,失礼します,しつれいします,excuse me; I'm entering/leaving,expression,living,せんせいのいえ,44,「失礼します。」と言って、部屋に入りました。,「しつれいします。」と いって、へやに はいりました。,"I said, “Excuse me,” and entered the room."
l070,そろそろ失礼します,そろそろしつれいします,I'm afraid I should be going soon,expression,living,せんせいのいえ,44,「そろそろ失礼します。」,「そろそろ しつれいします。」,“I should get going soon.”
l071,またいらっしゃってください,またいらっしゃってください,please come again,expression,living,せんせいのいえ,44,「またいらっしゃってください。」,「また いらっしゃって ください。」,“Please come again.”
l072,夫,おっと,my husband,noun,living,せんせいのいえ,44,夫と夜の町を歩きます。,おっとと よるの まちを あるきます。,I walk through the town at night with my husband.
l073,妻,つま,my wife,noun,living,せんせいのいえ,44,妻と小さな家に住んでいます。,つまと ちいさな いえに すんで います。,I live in a small house with my wife.
l074,ご主人,ごしゅじん,someone else's husband,noun,living,せんせいのいえ,44,ご主人はお元気ですか。,ごしゅじんは おげんきですか。,Is your husband well?
l075,奥さん,おくさん,someone else's wife; Mrs.,noun,living,せんせいのいえ,44,奥さんはお元気ですか。,おくさんは おげんきですか。,Is your wife well?
l076,紹介する,しょうかいする,to introduce,verb,living,せんせいのいえ,44,友達を先生に紹介します。,ともだちを せんせいに しょうかいします。,I introduce my friend to my teacher.
l077,こちらは～さんです,こちらは～さんです,this is Mr./Ms. ～,expression,living,せんせいのいえ,44,「こちらは田中さんです。」,「こちらは たなかさんです。」,“This is Mr./Ms. Tanaka.”
l078,これからお世話になります,これからおせわになります,I look forward to your help; I hope we'll get along,expression,living,せんせいのいえ,44,「これからお世話になります。」,「これから おせわに なります。」,“I look forward to your help from now on.”
l079,いらっしゃいます,いらっしゃいます,is; exists (honorific),verb,living,せんせいのいえ,44,先生は部屋にいらっしゃいます。,せんせいは へやに いらっしゃいます。,The teacher is in the room.
l080,独身,どくしん,single; unmarried,noun,living,せんせいのいえ,44,彼はまだ独身です。,かれは まだ どくしんです。,He is still single.
l081,結婚する,けっこんする,to get married,verb,living,せんせいのいえ,44,来年、結婚します。,らいねん、けっこんします。,I'm getting married next year.
l082,僕,ぼく,I; me (typically masculine),pronoun,living,せんせいのいえ,44,僕はここで待ちます。,ぼくは ここで まちます。,I'll wait here.
l083,ありがとうございました,ありがとうございました,thank you very much,expression,living,せんせいのいえ,44,「ありがとうございました。」と笑いました。,「ありがとうございました。」と わらいました。,"They smiled and said, “Thank you very much.”"
l084,いろいろと,いろいろと,in various ways; in many ways,adverb,living,せんせいのいえ,44,いろいろとありがとうございました。,いろいろと ありがとうございました。,Thank you for everything.
l085,お世話になりました,おせわになりました,thank you for all your help; thank you for taking care of me,expression,living,せんせいのいえ,44,「いろいろとお世話になりました。」,「いろいろと おせわに なりました。」,“Thank you for all your help.”
l086,気をつけて,きをつけて,take care; be careful,expression,living,せんせいのいえ,44,「気をつけて帰ってください。」,「きを つけて かえって ください。」,“Take care on your way home.”
l087,危ない,あぶない,dangerous; watch out,adjective,living,せんせいのいえ,44,夜の道は危ないです。,よるの みちは あぶないです。,The roads are dangerous at night.
l088,週末,しゅうまつ,weekend,noun,living,せんせいのいえ,44,週末は家でゆっくりします。,しゅうまつは いえで ゆっくりします。,I relax at home on weekends.
l089,初め,はじめ,beginning; start,noun,living,せんせいのいえ,44,月の初めに手紙を書きます。,つきの はじめに てがみを かきます。,I write a letter at the beginning of the month.
l090,終わり,おわり,end; finish,noun,living,せんせいのいえ,44,夏の終わりは少し寂しいです。,なつの おわりは すこし さびしいです。,The end of summer is a little lonely.
l091,一昨日,おととい,the day before yesterday,noun,living,せんせいのいえ,44,一昨日、昔の友達に会いました。,おととい、むかしの ともだちに あいました。,"The day before yesterday, I met an old friend."
l092,明後日,あさって,the day after tomorrow,noun,living,せんせいのいえ,44,明後日、またここへ来ます。,あさって、また ここへ きます。,I'll come here again the day after tomorrow.
l093,先週,せんしゅう,last week,noun,living,せんせいのいえ,44,先週、この町を歩きました。,せんしゅう、この まちを あるきました。,I walked around this town last week.
l094,今週,こんしゅう,this week,noun,living,せんせいのいえ,44,今週は少し忙しいです。,こんしゅうは すこし いそがしいです。,I'm a little busy this week.
l095,来週,らいしゅう,next week,noun,living,せんせいのいえ,44,来週、引っ越します。,らいしゅう、ひっこします。,I'm moving next week.
l096,先月,せんげつ,last month,noun,living,せんせいのいえ,44,先月、この部屋を見つけました。,せんげつ、この へやを みつけました。,I found this room last month.
l097,今月,こんげつ,this month,noun,living,せんせいのいえ,44,今月は家で過ごします。,こんげつは いえで すごします。,I'll spend this month at home.
l098,来月,らいげつ,next month,noun,living,せんせいのいえ,44,来月、新しい生活を始めます。,らいげつ、あたらしい せいかつを はじめます。,I'll start a new life next month.
l099,電気,でんき,electricity; light,noun,living,電気,44,夜、一人で電気をつけます。,よる、ひとりで でんきを つけます。,"At night, I turn on the light when I'm alone."
l100,つける,つける,to turn on; to switch on,verb,living,電気,45,部屋の電気をつけます。,へやの でんきを つけます。,I turn on the room light.
l101,消す,けす,to turn off; to erase,verb,living,電気,45,寝る前に電気を消します。,ねる まえに でんきを けします。,I turn off the light before bed.
l102,明るい,あかるい,bright; light,adjective,living,電気,45,朝の部屋は明るいです。,あさの へやは あかるいです。,The room is bright in the morning.
l103,暗い,くらい,dark,adjective,living,電気,45,夜の部屋は暗いです。,よるの へやは くらいです。,The room is dark at night.
l104,エアコン,えあこん,air conditioner,noun,living,電気,45,夏はエアコンをつけます。,なつは えあこんを つけます。,I turn on the air conditioner in summer.
l105,ビデオ,びでお,video,noun,living,電気,45,昔のビデオを見ました。,むかしの びでおを みました。,I watched an old video.
l106,スイッチ,すいっち,switch,noun,living,電気,45,スイッチを押します。,すいっちを おします。,I press the switch.
l107,回す,まわす,to turn; to rotate,verb,living,電気,45,スイッチを回します。,すいっちを まわします。,I turn the switch.
l108,引く,ひく,to pull,verb,living,電気,45,ドアを引きます。,どあを ひきます。,I pull the door.
l109,動く,うごく,to move; to work/function,verb,living,電気,45,時計が動きません。,とけいが うごきません。,The clock isn't moving.
l110,音,おと,sound; noise,noun,living,電気,45,隣の部屋から音がします。,となりの へやから おとが します。,I hear a sound from the next room.
l111,もし～たら,もし～たら,if; in case,expression,living,電気,45,もし雨が降ったら、家にいます。,もし あめが ふったら、いえに います。,"If it rains, I'll stay home."
l112,故障する,こしょうする,to break down; to malfunction,verb,living,電気,45,エアコンが故障しました。,えあこんが こしょうしました。,The air conditioner broke down.
l113,修理する,しゅうりする,to repair,verb,living,電気,45,明日、エアコンを修理します。,あした、えあこんを しゅうりします。,I'll repair the air conditioner tomorrow.
l114,呼ぶ,よぶ,to call; to invite,verb,living,電気,45,修理の人を呼びます。,しゅうりの ひとを よびます。,I'll call someone to repair it.
l115,直す,なおす,to fix; to repair; to correct,verb,living,電気,45,壊れた時計を直します。,こわれた とけいを なおします。,I fix the broken clock.
l116,製品,せいひん,product; manufactured goods,noun,living,電気,45,この製品は新しいです。,この せいひんは あたらしいです。,This product is new.
l117,健康,けんこう,health; healthy,noun,health,びょうき,45,健康が一番大切です。,けんこうが いちばん たいせつです。,Health is the most important thing.
l001,病気,びょうき,illness; sickness,noun,health,びょうき,46,病気にならないように気をつけます。,びょうきに ならない ように きを つけます。,I take care not to get sick.
l002,病院,びょういん,hospital,noun,health,びょうき,46,今日は病院へ行きます。,きょうは びょういんへ いきます。,I'm going to the hospital today.
l003,どうしましたか,どうしましたか,what's wrong?; what happened?,phrase,health,びょうき,46,「どうしましたか。」,「どうしましたか。」,“What happened?” / “What's wrong?”
l004,熱,ねつ,fever,noun,health,びょうき,46,熱があります。,ねつが あります。,I have a fever.
l005,風邪,かぜ,cold,noun,health,びょうき,46,風邪をひきました。,かぜを ひきました。,I caught a cold.
l006,インフルエンザ,インフルエンザ,influenza; flu,noun,health,びょうき,46,インフルエンザで休みました。,いんふるえんざで やすみました。,I was absent because of the flu.
l007,薬,くすり,medicine,noun,health,びょうき,46,病院でもらった薬を飲みます。,びょういんで もらった くすりを のみます。,I take the medicine I got at the hospital.
l008,目,め,eye,noun,health,びょうき,46,目が少し疲れています。,めが すこし つかれて います。,My eyes are a little tired.
l009,鼻,はな,nose,noun,health,びょうき,46,鼻が痛いです。,はなが いたいです。,My nose hurts.
